monitoringlocationidentifier,monitoringlocationname,latitudemeasure,longitudemeasure,activitystartdate,characteristicname,result_value,units,mcl_value,mcl_units,result_mg_l,exceedance_flag,is_proxy_unit
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/11/2023,Turbidity,1.4667537,NTU,5,NTU,1.4667537,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,25/04/2023,Turbidity,1.226409,NTU,5,NTU,1.226409,0,TRUE
11NPSWRD_WQX-SFAN_I&M_BG2,Bear Gulch behind Resource Management Building,36.48210833,-121.1795889,16/05/2023,Turbidity,1.73,NTU,5,NTU,1.73,0,TRUE
COCOPAH_INDIAN-CDN31,Colorado River Downstream,32.72294,-114.7178,01/06/2023,Turbidity,3.9,NTU,5,NTU,3.9,0,TRUE
NARS_WQX-NRS_CA-11493,NRS_CA-11493,40.36183526,-122.1825362,08/08/2023,Turbidity,2.7,NTU,5,NTU,2.7,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/06/2023,Turbidity,0.665335,NTU,5,NTU,0.665335,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RC1,Rodeo Creek below Stables,37.83227778,-122.5171083,26/09/2023,Turbidity,3.43,NTU,5,NTU,3.43,0,TRUE
RREPA_WQX-S-3,Junior Creek,41.5118,-124.0195,22/05/2023,Turbidity,6.68,NTU,5,NTU,6.68,1,TRUE
RREPA_WQX-S-2,Unnamed Creek #1,41.5123,-124.0239,17/04/2023,Turbidity,97.76,NTU,5,NTU,97.76,1,TRUE
PAUMATRIBE-PC,Pauma Creek,33.3382,-116.9699,21/09/2023,Turbidity,64.7,NTU,5,NTU,64.7,1,TRUE
HPUL1EPA_WQX-AC-01,Alley Creek AC 1,39.17978,-122.89691,29/03/2023,Turbidity,17.9,NTU,5,NTU,17.9,1,TRUE
11NPSWRD_WQX-SFAN_I&M_SC1,Sandy Creek across from Pinnacles NM Air Quality Site,36.48301944,-121.1550667,28/02/2023,Turbidity,155,NTU,5,NTU,155,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,23/06/2023,Turbidity,0.6516327,NTU,5,NTU,0.6516327,0,TRUE
QVIR-SHFL,Shackleford Creek at Falls,41.3526,-123.0003,24/10/2023,Turbidity,0.39,NTU,5,NTU,0.39,0,TRUE
HPUL1EPA_WQX-AC-01,Alley Creek AC 1,39.17978,-122.89691,08/03/2023,Turbidity,14.7,NTU,5,NTU,14.7,1,TRUE
ELKVALLEYCA_WQX-SRW6,Stary Ranch West,41.766,-124.1572,27/03/2023,Turbidity,21792,NTU,5,NTU,21792,1,TRUE
HPUL1EPA_WQX-AC-01,Alley Creek AC 1,39.17978,-122.89691,31/05/2023,Turbidity,2.9,NTU,5,NTU,2.9,0,TRUE
11NPSWRD_WQX-SFAN_I&M_FC2,Fern Creek above Panoramic Highway,37.9161,-122.5834361,12/01/2023,Turbidity,6.36,NTU,5,NTU,6.36,1,TRUE
SVR-OSVR4,Dead Cow Creek 4,39.54578,-123.49062,31/05/2023,Turbidity,0.48,NTU,5,NTU,0.48,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/03/2023,Turbidity,23.05291,NTU,5,NTU,23.05291,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/06/2023,Turbidity,54.955194,NTU,5,NTU,54.955194,1,TRUE
YUROKTEP_WQX-TR,Trinity River above Klamath River,41.1844,-123.7053,11/10/2023,Turbidity,3.29,NTU,5,NTU,3.29,0,TRUE
HPUL1EPA_WQX-RS-01,Rodman Slough RS 1,39.118256,-122.886619,13/01/2023,Turbidity,89.8,NTU,5,NTU,89.8,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,23/06/2023,Turbidity,0.7144357,NTU,5,NTU,0.7144357,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM18,Olema Creek above Randall Gulch,37.97830556,-122.7356056,01/08/2023,Turbidity,2.21,NTU,5,NTU,2.21,0,TRUE
SVR-eel1,eel river upstream from bridge,39.6262,-123.34431,17/03/2023,Turbidity,139.87,NTU,5,NTU,139.87,1,TRUE
TRINIDADRANCHERIAEPA-MH-1,Mckinleyville Housing -1,40.979964,-124.092161,20/06/2023,Turbidity,3.7,NTU,5,NTU,3.7,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,25/04/2023,Turbidity,1.226409,NTU,5,NTU,1.226409,0,TRUE
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,28/11/2023,Turbidity,0.5,NTU,5,NTU,0.5,0,TRUE
ELKVALLEYCA_WQX-EVR9,EVRADMIN,41.759,-124.158,27/03/2023,Turbidity,18700,NTU,5,NTU,18700,1,TRUE
11NPSWRD_WQX-SFAN_I&M_MC1,McCabe Creek,36.49157778,-121.1494944,18/04/2023,Turbidity,28.6,NTU,5,NTU,28.6,1,TRUE
BLR_WQX-PC2,Powers Creek at Stewart property,40.880142,-123.99365,04/05/2023,Turbidity,1.8,NTU,5,NTU,1.8,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM6A,Davis Boucher Creek,38.009525,-122.7719889,03/10/2023,Turbidity,1.98,NTU,5,NTU,1.98,0,TRUE
HPUL1EPA_WQX-RS-01,Rodman Slough RS 1,39.118256,-122.886619,10/05/2023,Turbidity,9.75,NTU,5,NTU,9.75,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,21/03/2023,Turbidity,86.83035,NTU,5,NTU,86.83035,1,TRUE
HPUL1EPA_WQX-RS-01,Rodman Slough RS 1,39.118256,-122.886619,08/03/2023,Turbidity,16.47,NTU,5,NTU,16.47,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/05/2023,Turbidity,30.29063,NTU,5,NTU,30.29063,1,TRUE
QVIR-SRGA,Scott River at Gaging Station,41.3824,-123.005,21/11/2023,Turbidity,0.22,NTU,5,NTU,0.22,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/08/2023,Turbidity,3.1,NTU,5,NTU,3.1,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,21/11/2023,Turbidity,1.235871,NTU,5,NTU,1.235871,0,TRUE
11NPSWRD_WQX-SFAN_I&M_CHA1,Chalone Creek near South Wilderness Trail,36.47344167,-121.1546583,15/08/2023,Turbidity,2.02,NTU,5,NTU,2.02,0,TRUE
TEPA29-SW-1F,Surface Water Site # 1F,33.717253,-116.194546,05/12/2023,Turbidity,1.93236505,NTU,5,NTU,1.93236505,0,TRUE
MORONGO1_WQX-H000,Hathaway 000,33.96822,-116.863,18/04/2023,Turbidity,2.14,NTU,5,NTU,2.14,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,23/06/2023,Turbidity,0.7144357,NTU,5,NTU,0.7144357,0,TRUE
TRINIDADRANCHERIAEPA-TH-1,Trinidad Housing-1,41.056369,-124.133541,18/07/2023,Turbidity,3.4,NTU,5,NTU,3.4,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/11/2023,Turbidity,1.4667537,NTU,5,NTU,1.4667537,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/02/2023,Turbidity,2.374523,NTU,5,NTU,2.374523,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/06/2023,Turbidity,0.665335,NTU,5,NTU,0.665335,0,TRUE
11NPSWRD_WQX-SFAN_I&M_BG2,Bear Gulch behind Resource Management Building,36.48210833,-121.1795889,24/01/2023,Turbidity,4.09,NTU,5,NTU,4.09,0,TRUE
YUROKTEP_WQX-TG,Klamath River at Turwar Gage,41.5161,-123.9992,12/07/2023,Turbidity,2.42,NTU,5,NTU,2.42,0,TRUE
QVIR-BLCK,Scott River at Black Bridge,41.517275,-122.850832,22/08/2023,Turbidity,2.07,NTU,5,NTU,2.07,0,TRUE
11NPSWRD_WQX-SFAN_I&M_TV2,Tennessee Valley Creek below Miwok Stables,37.85846111,-122.5376611,11/01/2023,Turbidity,24.8,NTU,5,NTU,24.8,1,TRUE
SVR-eel1,eel river upstream from bridge,39.6262,-123.34431,31/07/2023,Turbidity,0.82,NTU,5,NTU,0.82,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-2,Bishop Creek - SW-2,37.374982,-118.4207,05/10/2023,Turbidity,0.81,NTU,5,NTU,0.81,0,TRUE
BLR_WQX-MR4,Mad River at Fish hatchery,40.853614,-123.990383,07/06/2023,Turbidity,3.4,NTU,5,NTU,3.4,0,TRUE
SVR-OSVR6,Dead Cow Creek 6,39.54632,-123.49238,15/12/2023,Turbidity,0.86,NTU,5,NTU,0.86,0,TRUE
HPUL1EPA_WQX-MC-01,Upper Middle Creek MC 1,39.207885,-122.92589,14/06/2023,Turbidity,0.98,NTU,5,NTU,0.98,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/03/2023,Turbidity,23.05291,NTU,5,NTU,23.05291,1,TRUE
11NPSWRD_WQX-SFAN_I&M_RC1,Rodeo Creek below Stables,37.83227778,-122.5171083,21/02/2023,Turbidity,20.4,NTU,5,NTU,20.4,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/11/2023,Turbidity,0.9400132,NTU,5,NTU,0.9400132,0,TRUE
SVR-outlet 4,outlet creek near hog trap,39.43463,-123.34579,28/08/2023,Turbidity,2.74,NTU,5,NTU,2.74,0,TRUE
BLR_WQX-MR4,Mad River at Fish hatchery,40.853614,-123.990383,17/02/2023,Turbidity,28.9,NTU,5,NTU,28.9,1,TRUE
SVR-SVRE2,Davis Creek Tributary Upstream,39.40051,-123.29971,15/03/2023,Turbidity,5.03,NTU,5,NTU,5.03,1,TRUE
QVIR-SRES,Shackleford at Reservation,41.3536,-122.583,21/06/2023,Turbidity,0.52,NTU,5,NTU,0.52,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,21/02/2023,Turbidity,2.324841,NTU,5,NTU,2.324841,0,TRUE
HPUL1EPA_WQX-RS-01,Rodman Slough RS 1,39.118256,-122.886619,13/12/2023,Turbidity,5.19,NTU,5,NTU,5.19,1,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM1,John West Fork above Hwy. 1 Culvert,37.99503611,-122.7527889,07/11/2023,Turbidity,0.67,NTU,5,NTU,0.67,0,TRUE
11NPSWRD_WQX-SFAN_I&M_GGD,Golden Gate Dairy Tributary Upstream of Culvert,37.86516389,-122.5748528,08/02/2023,Turbidity,13.4,NTU,5,NTU,13.4,1,TRUE
HPUL1EPA_WQX-CC-02,Clover Creek CC 2,39.161777,-122.911785,13/01/2023,Turbidity,36,NTU,5,NTU,36,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-2,Bishop Creek - SW-2,37.374982,-118.4207,01/05/2023,Turbidity,732.59713,NTU,5,NTU,732.59713,1,TRUE
QVIR-MICR,Mill Creek,41.56047,-122.97052,28/12/2023,Turbidity,2.14,NTU,5,NTU,2.14,0,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,07/06/2023,Turbidity,0.81,NTU,5,NTU,0.81,0,TRUE
11NPSWRD_WQX-SFAN_I&M_MC1,McCabe Creek,36.49157778,-121.1494944,24/01/2023,Turbidity,54.4,NTU,5,NTU,54.4,1,TRUE
NARS_WQX-NRS_CA-11341,Taboose Creek,37.00309692,-118.2945214,24/09/2023,Turbidity,0.32,NTU,5,NTU,0.32,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,27/01/2023,Turbidity,4.130411,NTU,5,NTU,4.130411,0,TRUE
MORONGO1_WQX-BC1,Bear Canyon Creek,33.96819,-116.8631,18/04/2023,Turbidity,0.34,NTU,5,NTU,0.34,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/11/2023,Turbidity,1.4667537,NTU,5,NTU,1.4667537,0,TRUE
SVR-outlet 5,outlet creek cattle crossing2,39.44209,-123.34579,29/06/2023,Turbidity,19.87,NTU,5,NTU,19.87,1,TRUE
QVIR-SHFL,Shackleford Creek at Falls,41.3526,-123.0003,22/08/2023,Turbidity,0.36,NTU,5,NTU,0.36,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,20/07/2023,Turbidity,1.323111,NTU,5,NTU,1.323111,0,TRUE
NARS_WQX-NRS_AZ-10737,NRS_AZ-10737,34.71447791,-114.4784112,21/09/2023,Turbidity,0.35,NTU,5,NTU,0.35,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,25/04/2023,Turbidity,1.836735,NTU,5,NTU,1.836735,0,TRUE
NARS_WQX-NRS_CA-11475,NRS_CA-11475,37.78380028,-121.3041111,02/08/2023,Turbidity,4.7,NTU,5,NTU,4.7,0,TRUE
YUROKTEP_WQX-TR,Trinity River above Klamath River,41.1844,-123.7053,13/09/2023,Turbidity,0.4,FNU,5,NTU,0.4,0,FALSE
11NPSWRD_WQX-SFAN_I&M_RC1,Rodeo Creek below Stables,37.83227778,-122.5171083,16/08/2023,Turbidity,5,NTU,5,NTU,5,0,TRUE
TRINIDADRANCHERIAEPA-TH-1,Trinidad Housing-1,41.056369,-124.133541,26/09/2023,Turbidity,3.42,NTU,5,NTU,3.42,0,TRUE
HPUL1EPA_WQX-MC-02,Middle Creek MC 2,39.18643,-122.908696,20/12/2023,Turbidity,117.76,NTU,5,NTU,117.76,1,TRUE
11NPSWRD_WQX-SFAN_I&M_SC3,Sandy Creek in Campground near Pump Station,36.49274722,-121.1459056,15/08/2023,Turbidity,0.86,NTU,5,NTU,0.86,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,20/07/2023,Turbidity,1.323111,NTU,5,NTU,1.323111,0,TRUE
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,14/12/2023,Turbidity,1.3,NTU,5,NTU,1.3,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW1,Redwood Creek below Muir Woods,37.88861389,-122.5672028,07/06/2023,Turbidity,0.31,NTU,5,NTU,0.31,0,TRUE
11NPSWRD_WQX-SFAN_I&M_FC2,Fern Creek above Panoramic Highway,37.9161,-122.5834361,04/10/2023,Turbidity,0.36,NTU,5,NTU,0.36,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,27/01/2023,Turbidity,4.130411,NTU,5,NTU,4.130411,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/10/2023,Turbidity,292.23,NTU,5,NTU,292.23,1,TRUE
YUROKTEP_WQX-TG,Klamath River at Turwar Gage,41.5161,-123.9992,10/05/2023,Turbidity,13.3,NTU,5,NTU,13.3,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,22/08/2023,Turbidity,0.8962037,NTU,5,NTU,0.8962037,0,TRUE
OVIWC-LP-SS-1,LP-SS-1 Lone Pine Creek - Sandtrap Diversion,36.59846,-118.07673,13/04/2023,Turbidity,50.8,FNU,5,NTU,50.8,1,FALSE
NARS_WQX-NRS_CA-11225,NRS_CA-11225,37.20127092,-119.3033644,19/07/2023,Turbidity,0.67,NTU,5,NTU,0.67,0,TRUE
11NPSWRD_WQX-SFAN_I&M_GGD,Golden Gate Dairy Tributary Upstream of Culvert,37.86516389,-122.5748528,05/04/2023,Turbidity,26,NTU,5,NTU,26,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/05/2023,Turbidity,45.064319,NTU,5,NTU,45.064319,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,23/06/2023,Turbidity,0.7144357,NTU,5,NTU,0.7144357,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW1,Redwood Creek below Muir Woods,37.88861389,-122.5672028,06/09/2023,Turbidity,0.25,NTU,5,NTU,0.25,0,TRUE
YUROKTEP_WQX-WE,Klamath River above Trinity River,41.1883,-123.7055,12/04/2023,Turbidity,10.77,FNU,5,NTU,10.77,1,FALSE
TRINIDADRANCHERIAEPA-TH-1,Trinidad Housing-1,41.056369,-124.133541,20/06/2023,Turbidity,1.7,NTU,5,NTU,1.7,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,27/01/2023,Turbidity,8.975683,NTU,5,NTU,8.975683,1,TRUE
HPUL1EPA_WQX-SC-01,Scotts Creek SC 1,39.159571,-122.921307,24/05/2023,Turbidity,35.2,NTU,5,NTU,35.2,1,TRUE
11NPSWRD_WQX-SFAN_I&M_GERB1,Gerbode Creek above Confluence with Rodeo Creek,37.83535833,-122.5188389,24/07/2023,Turbidity,9.62,NTU,5,NTU,9.62,1,TRUE
TRINIDADRANCHERIAEPA-TH-8,Trinidad Housing-8,41.053789,-124.130304,10/11/2023,Turbidity,4.33,NTU,5,NTU,4.33,0,TRUE
HPUL1EPA_WQX-RS-01,Rodman Slough RS 1,39.118256,-122.886619,15/03/2023,Turbidity,159,NTU,5,NTU,159,1,TRUE
YUROKTEP_WQX-TR,Trinity River above Klamath River,41.1844,-123.7053,06/12/2023,Turbidity,2.35,FNU,5,NTU,2.35,0,FALSE
11NPSWRD_WQX-SFAN_I&M_GERB1,Gerbode Creek above Confluence with Rodeo Creek,37.83535833,-122.5188389,25/10/2023,Turbidity,5.61,NTU,5,NTU,5.61,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,22/08/2023,Turbidity,6.858715,NTU,5,NTU,6.858715,1,TRUE
HPUL1EPA_WQX-MC-02,Middle Creek MC 2,39.18643,-122.908696,10/05/2023,Turbidity,2.78,NTU,5,NTU,2.78,0,TRUE
NARS_WQX-NRS_CA-11356,NRS_CA-11356,37.20033257,-118.2764703,06/09/2023,Turbidity,4.3,NTU,5,NTU,4.3,0,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,01/03/2023,Turbidity,12.6,NTU,5,NTU,12.6,1,TRUE
11NPSWRD_WQX-SFAN_I&M_RC1,Rodeo Creek below Stables,37.83227778,-122.5171083,28/11/2023,Turbidity,5.52,NTU,5,NTU,5.52,1,TRUE
KARUKDNR_WQX-SA,Salmon River,41.376944,-123.477222,24/05/2023,Turbidity,8.6,FNU,5,NTU,8.6,1,FALSE
11NPSWRD_WQX-SFAN_I&M_RDW3,Redwood Creek at Muir Beach,37.86023333,-122.5748722,06/07/2023,Turbidity,1.18,NTU,5,NTU,1.18,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,25/04/2023,Turbidity,1.477032,NTU,5,NTU,1.477032,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-4,Bishop Creek - SW-4,37.36408,-118.43129,01/09/2023,Turbidity,420.698884,NTU,5,NTU,420.698884,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-4,Bishop Creek - SW-4,37.36408,-118.43129,01/08/2023,Turbidity,3.49,NTU,5,NTU,3.49,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,25/04/2023,Turbidity,1.226409,NTU,5,NTU,1.226409,0,TRUE
PPNPROGRAM-SS7,Pond #1,39.55,-123.4384,12/01/2023,Turbidity,23,NTU,5,NTU,23,1,TRUE
11NPSWRD_WQX-SFAN_I&M_CHA2,Chalone Creek at Road Bridge,36.48534722,-121.1674583,16/05/2023,Turbidity,0.87,NTU,5,NTU,0.87,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/02/2023,Turbidity,148.66,NTU,5,NTU,148.66,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,23/06/2023,Turbidity,0.7144357,NTU,5,NTU,0.7144357,0,TRUE
11NPSWRD_WQX-SFAN_I&M_SC1,Sandy Creek across from Pinnacles NM Air Quality Site,36.48301944,-121.1550667,27/12/2023,Turbidity,6.92,NTU,5,NTU,6.92,1,TRUE
HPUL1EPA_WQX-CD-01,Clover Diversion CD 1,39.176031,-122.902892,08/03/2023,Turbidity,13.8,NTU,5,NTU,13.8,1,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM11,Olema Creek at Bear Valley Road Bridge,38.04204722,-122.7898972,05/07/2023,Turbidity,1.12,NTU,5,NTU,1.12,0,TRUE
QVIR-SNCR,Sniktaw Creek (lower),41.37048,-122.5843,28/12/2023,Turbidity,1.15,NTU,5,NTU,1.15,0,TRUE
HPUL1EPA_WQX-SC-01,Scotts Creek SC 1,39.159571,-122.921307,08/02/2023,Turbidity,63.6,NTU,5,NTU,63.6,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,23/06/2023,Turbidity,0.6516327,NTU,5,NTU,0.6516327,0,TRUE
HPUL1EPA_WQX-SC-01,Scotts Creek SC 1,39.159571,-122.921307,30/08/2023,Turbidity,72.2,NTU,5,NTU,72.2,1,TRUE
11NPSWRD_WQX-SFAN_I&M_PNG3,"Pine Gulch above Teixeira, above Horse Trail Crossing",37.95446111,-122.7179917,04/04/2023,Turbidity,4.04,NTU,5,NTU,4.04,0,TRUE
HPUL1EPA_WQX-MC-03,Middle Creek MC 3,39.1825,-122.911906,15/03/2023,Turbidity,568,NTU,5,NTU,568,1,TRUE
RREPA_WQX-S-1,Waukell Creek,41.511,-124.0277,17/04/2023,Turbidity,99.88,NTU,5,NTU,99.88,1,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,17/05/2023,Turbidity,1.49,NTU,5,NTU,1.49,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,22/08/2023,Turbidity,0.8962037,NTU,5,NTU,0.8962037,0,TRUE
11NPSWRD_WQX-SFAN_I&M_MC1,McCabe Creek,36.49157778,-121.1494944,19/09/2023,Turbidity,96.8,NTU,5,NTU,96.8,1,TRUE
11NPSWRD_WQX-SFAN_I&M_FC1,Fern Creek near Muir Woods Boundary,37.90139167,-122.5782639,17/08/2023,Turbidity,0.55,NTU,5,NTU,0.55,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/02/2023,Turbidity,2.374523,NTU,5,NTU,2.374523,0,TRUE
SYCEO_WQX-ZDC-5,Zanja de Cota Creek West Fork Upstream,34.6096333,-120.0870333,05/01/2023,Turbidity,126.5,NTU,5,NTU,126.5,1,TRUE
HPUL1EPA_WQX-MC-02,Middle Creek MC 2,39.18643,-122.908696,26/06/2023,Turbidity,0.52,NTU,5,NTU,0.52,0,TRUE
11NPSWRD_WQX-SFAN_I&M_TV3,Tennessee Valley Creek,37.85058056,-122.5385417,16/08/2023,Turbidity,6.83,NTU,5,NTU,6.83,1,TRUE
TRINIDADRANCHERIAEPA-TH-2,Trinidad Housing-2,41.057227,-124.131623,12/10/2023,Turbidity,2.14,NTU,5,NTU,2.14,0,TRUE
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,05/12/2023,Turbidity,0.560613759,NTU,5,NTU,0.560613759,0,TRUE
NARS_WQX-NRS_CA-11379,NRS_CA-11379,39.29910365,-120.8196515,28/08/2023,Turbidity,0.12,NTU,5,NTU,0.12,0,TRUE
MIDDLETOWNUPCW_WQX-SW-12,Rancheria Middle,38.72908,-122.62382,12/04/2023,Turbidity,2.58,NTU,5,NTU,2.58,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM10B,Olema Creek below Residence #530 (Anne Tisei's house),38.06185,-122.8075556,07/02/2023,Turbidity,12.5,NTU,5,NTU,12.5,1,TRUE
HPUL1EPA_WQX-SC-01,Scotts Creek SC 1,39.159571,-122.921307,21/06/2023,Turbidity,82.5,NTU,5,NTU,82.5,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,22/08/2023,Turbidity,6.858715,NTU,5,NTU,6.858715,1,TRUE
11NPSWRD_WQX-SFAN_I&M_CHA2,Chalone Creek at Road Bridge,36.48534722,-121.1674583,15/08/2023,Turbidity,0.68,NTU,5,NTU,0.68,0,TRUE
SVR-OSVR1,Dead Cow Creek 1,39.5344,-123.4851,17/04/2023,Turbidity,2.09,NTU,5,NTU,2.09,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM6A,Davis Boucher Creek,38.009525,-122.7719889,02/05/2023,Turbidity,2.22,NTU,5,NTU,2.22,0,TRUE
HPUL1EPA_WQX-MC-01,Upper Middle Creek MC 1,39.207885,-122.92589,26/06/2023,Turbidity,0.46,NTU,5,NTU,0.46,0,TRUE
11NPSWRD_WQX-SFAN_I&M_CHA1,Chalone Creek near South Wilderness Trail,36.47344167,-121.1546583,17/10/2023,Turbidity,0.74,NTU,5,NTU,0.74,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,22/08/2023,Turbidity,2.874566,NTU,5,NTU,2.874566,0,TRUE
HPUL1EPA_WQX-MC-03,Middle Creek MC 3,39.1825,-122.911906,15/02/2023,Turbidity,1.48,NTU,5,NTU,1.48,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/06/2023,Turbidity,0.665335,NTU,5,NTU,0.665335,0,TRUE
SVR-SVRW 6,Kawi Creek Downstream,39.3949,-123.36071,17/04/2023,Turbidity,2.38,NTU,5,NTU,2.38,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,27/01/2023,Turbidity,7.579468,NTU,5,NTU,7.579468,1,TRUE
TRINIDADRANCHERIAEPA-MH-2,Mckinleyville Housing -2,40.981199,-124.089999,28/03/2023,Turbidity,7.2,NTU,5,NTU,7.2,1,TRUE
HPUL1EPA_WQX-MC-02,Middle Creek MC 2,39.18643,-122.908696,12/04/2023,Turbidity,4.35,NTU,5,NTU,4.35,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/02/2023,Turbidity,2.374523,NTU,5,NTU,2.374523,0,TRUE
BVR-BVRST01,BVRST01,38.27726944,-120.9113556,15/06/2023,Turbidity,3.2,NTU,5,NTU,3.2,0,TRUE
11NPSWRD_WQX-SFAN_I&M_NYH1,Nyhan Creek just Outside Golden Gate NRA Boundary,37.86971667,-122.5281111,24/07/2023,Turbidity,1.72,NTU,5,NTU,1.72,0,TRUE
HPUL1EPA_WQX-LC-01,Lyons Creek LC 1,39.11045,-122.906509,27/12/2023,Turbidity,4.68,NTU,5,NTU,4.68,0,TRUE
11NPSWRD_WQX-SFAN_I&M_NYH1,Nyhan Creek just Outside Golden Gate NRA Boundary,37.86971667,-122.5281111,23/05/2023,Turbidity,2.44,NTU,5,NTU,2.44,0,TRUE
KARUKDNR_WQX-SA,Salmon River,41.376944,-123.477222,25/10/2023,Turbidity,0.61,FNU,5,NTU,0.61,0,FALSE
